41299;#doc=soc_project.2.txt;;;;;;;;;;;;;;
41570;33;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41571;34;новые;НОВЫЙ;A - acc pl plen - inan;;;е;ы;в;о;н;;A;НОВЫЙ;A - acc pl plen - inan
41572;35;занятия;ЗАНЯТИЕ;S n inan acc pl;;;я;и;т;я;н;а;S;ЗАНЯТИЕ;S n inan acc pl
41573;36;посещаю;ПОСЕЩАТЬ;V ipf praes sg indic - 1p;;;ю;а;щ;е;с;о;V;ПОСЕЩАТЬ;V ipf praes sg indic - 1p
41574;37;.;.;SENT;;;;;;;;;SENT;.;SENT
41575;;;;;;;;;;;;;;;
41576;1;Интервьюер;ИНТЕРВЬЮЕР;S m-f anim nom sg;;;р;е;ю;ь;в;р;S;ИНТЕРВЬЮЕР;S m-f anim nom sg
41577;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
41578;3;Ты;ТЫ;SPRO sg 2p - nom;;;ы;т;;;;;SPRO;ТЫ;SPRO sg 2p - nom
41579;4;сам;САМ;A - nom sg plen m -;;;м;а;с;;;;A;САМ;A - nom sg plen m -
41580;5;в;В;PR;;;в;;;;;;PR;В;PR
41581;6;интернете;ИНТЕРНЕТ;S m inan loc sg;;;е;т;е;н;р;е;S;ИНТЕРНЕТ;S m inan loc sg
41582;7;смотришь;СМОТРЕТЬ;V ipf praes sg indic - 2p;;;ь;ш;и;р;т;о;V;СМОТРЕТЬ;V ipf praes sg indic - 2p
41583;8;какие-то;КАКОЙ-ТО;A - nom pl plen - -;;;о;т;;е;и;к;A;КАКОЙ-ТО;A - nom pl plen - -
41584;9;занятия;ЗАНЯТИЕ;S n inan nom pl;;;я;и;т;я;н;а;S;ЗАНЯТИЕ;S n inan nom pl
41585;10;или;ИЛИ;CONJ;;;и;л;и;;;;CONJ;ИЛИ;CONJ
41586;11;упражнения;УПРАЖНЕНИЕ;S n inan nom pl;;;я;и;н;е;н;ж;S;УПРАЖНЕНИЕ;S n inan nom pl
41587;12;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41588;13;да;ДА;PART;;;а;д;;;;;PART;ДА;PART
41589;14;?;?;SENT;;;;;;;;;SENT;?;SENT
41590;;;;;;;;;;;;;;;
41591;1;Владимир;ВЛАДИМИР;persn;;;р;и;м;и;д;а;persn;ВЛАДИМИР;persn
41592;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
41593;3;Что;ЧТО;SPRO;;;о;т;ч;;;;SPRO;ЧТО;SPRO
41594;4;касаемо;КАСАЕМО;PR;;;о;м;е;а;с;а;PR;КАСАЕМО;PR
41595;5;культуризма;КУЛЬТУРИЗМ;S m inan acc sg;;;а;м;з;и;р;у;S;КУЛЬТУРИЗМ;S m inan acc sg
41596;6;абсолютно;АБСОЛЮТНО;ADV -;;;о;н;т;ю;л;о;ADV;АБСОЛЮТНО;ADV -
41597;7;сам;САМ;APRO - nom sg plen m -;;;м;а;с;;;;APRO;САМ;APRO - nom sg plen m -
41598;8;все;ВЕСЬ;APRO - - acc pl;;;е;с;в;;;;APRO;ВЕСЬ;S - - acc pl
41599;9;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41600;10;да;ДА;PART;;;а;д;;;;;PART;ДА;PART
41601;11;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41602;12;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
41603;13;ээм;ЭЭМ;NONLEX;;;м;э;э;;;;NONLEX;ЭЭМ;NONLEX
41604;14;сейчас;СЕЙЧАС;ADV -;;;с;а;ч;й;е;с;ADV;СЕЙЧАС;ADV -
41605;15;примерно;ПРИМЕРНО;ADV -;;;о;н;р;е;м;и;ADV;ПРИМЕРНО;ADV -
41606;16;занимаюсь;ЗАНИМАТЬСЯ;V ipf praes sg indic - 1p;;;ь;с;ю;а;м;и;V;ЗАНИМАТЬСЯ;V ipf praes sg indic - 1p
41607;17;по;ПО;PR;;;о;п;;;;;PR;ПО;PR
41608;18;ощущениям;ОЩУЩЕНИЕ;S n inan dat pl;;;м;я;и;н;е;щ;S;ОЩУЩЕНИЕ;S n inan dat pl
41609;19;внутренним;ВНУТРЕННИЙ;A - dat sg plen n -;;;м;и;н;н;е;р;A;ВНУТРЕННИЙ;A - dat sg plen n -
41610;20;организма;ОРГАНИЗМ;S m inan gen sg;;;а;м;з;и;н;а;S;ОРГАНИЗМ;S m inan gen sg
41611;21;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41612;22;есть;БЫТЬ;V ipf praes sg indic - 3p;;;ь;т;с;е;;;V;БЫТЬ;V ipf praes sg indic - 3p
41613;23;такая;ТАКОЙ;A - nom sg plen f -;;;я;а;к;а;т;;A;ТАКОЙ;A - nom sg plen f -
41614;24;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41615;25;есть;БЫТЬ;V ipf praes sg indic - 3p;;;ь;т;с;е;;;V;БЫТЬ;V ipf praes sg indic - 3p
41616;26;такое;ТАКОЙ;A - nom sg plen n -;;;е;о;к;а;т;;A;ТАКОЙ;A - nom sg plen n -
41617;27;направление;НАПРАВЛЕНИЕ;S n inan acc sg;;;е;и;н;е;л;в;S;НАПРАВЛЕНИЕ;S n inan acc sg
41618;28;тренировок;ТРЕНИРОВКА;S f inan gen pl;;;к;о;в;о;р;и;S;ТРЕНИРОВКА;S f inan gen pl
41619;29;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41620;30;когда;КОГДА;CONJ;;;а;д;г;о;к;;CONJ;КОГДА;CONJ
41621;31;человек;ЧЕЛОВЕК;S m anim nom sg;;;к;е;в;о;л;е;S;ЧЕЛОВЕК;S m anim nom sg
41622;32;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41623;33;давно;ДАВНО;ADV -;;;о;н;в;а;д;;ADV;ДАВНО;ADV -
41624;34;занимающийся;ЗАНИМАТЬСЯ;PARTCP ipf inpraes acc sg plen m act inan;;;я;с;й;и;щ;ю;PARTCP;ЗАНИМАТЬСЯ;PARTCP ipf inpraes acc sg plen m act inan
41625;35;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41626;36;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
41627;37;придерживается;ПРИДЕРЖИВАТЬСЯ;V ipf praes sg indic - 3p;;;я;с;т;е;а;в;V;ПРИДЕРЖИВАТЬСЯ;V ipf praes sg indic - 3p
41628;38;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
41629;39;строго;СТРОГО;ADV -;;;о;г;о;р;т;с;ADV;СТРОГО;ADV -
41630;40;никаких;НИКАКОЙ;A - gen pl plen - -;;;х;и;к;а;к;и;A;НИКАКОЙ;A - gen pl plen - -
41631;41;программ;ПРОГРАММА;S f inan gen pl;;;м;м;а;р;г;о;S;ПРОГРАММА;S f inan gen pl
41632;42;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41633;43;то есть;то есть;-;;;ь;т;с;е;;о;-;то есть;-
41634;44;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
41635;45;примерно;ПРИМЕРНО;ADV -;;;о;н;р;е;м;и;ADV;ПРИМЕРНО;ADV -
41636;46;знает;ЗНАТЬ;V ipf praes sg indic - 3p;;;т;е;а;н;з;;V;ЗНАТЬ;V ipf praes sg indic - 3p
41637;47;разделение;РАЗДЕЛЕНИЕ;S n inan nom sg;;;е;и;н;е;л;е;S;РАЗДЕЛЕНИЕ;S n inan nom sg
41638;48;своих;СВОЙ;A - gen pl plen - -;;;х;и;о;в;с;;A;СВОЙ;A - gen pl plen - -
41639;49;тренировок;ТРЕНИРОВКА;S f inan gen pl;;;к;о;в;о;р;и;S;ТРЕНИРОВКА;S f inan gen pl
41640;50;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
41641;51;занимается;ЗАНИМАТЬСЯ;V ipf praes sg indic - 3p;;;я;с;т;е;а;м;V;ЗАНИМАТЬСЯ;V ipf praes sg indic - 3p
41642;52;по;ПО;PR;;;о;п;;;;;PR;ПО;PR
41643;53;ощущениям;ОЩУЩЕНИЕ;S n inan dat pl;;;м;я;и;н;е;щ;S;ОЩУЩЕНИЕ;S n inan dat pl
41644;54;.;.;SENT;;;;;;;;;SENT;.;SENT
41645;;;;;;;;;;;;;;;
41646;1;Это;ЭТО;ADVPRO;;;о;т;э;;;;ADVPRO;ЭТО;ADVPRO
41647;2;касаемо;КАСАЕМО;PR;;;о;м;е;а;с;а;PR;КАСАЕМО;PR
41648;3;количества;КОЛИЧЕСТВО;S n inan gen pl;;;а;в;т;с;е;ч;S;КОЛИЧЕСТВО;S n inan gen pl
41649;4;подходов;ПОДХОД;S m inan gen pl;;;в;о;д;о;х;д;S;ПОДХОД;S m inan gen pl
41650;5;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41651;6;количества;КОЛИЧЕСТВО;S n inan gen sg;;;а;в;т;с;е;ч;S;КОЛИЧЕСТВО;S n inan gen sg
41652;7;повторений;ПОВТОРЕНИЕ;S n inan gen pl;;;й;и;н;е;р;о;S;ПОВТОРЕНИЕ;S n inan gen pl
41653;8;.;.;SENT;;;;;;;;;SENT;.;SENT
41654;;;;;;;;;;;;;;;
41655;1;Интервьюер;ИНТЕРВЬЮЕР;S m-f anim nom sg;;;р;е;ю;ь;в;р;S;ИНТЕРВЬЮЕР;S m-f anim nom sg
41656;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
41657;3;Угу;УГУ;INTJ;;;у;г;у;;;;INTJ;УГУ;INTJ
41658;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41659;5;а;А;CONJ;;;а;;;;;;CONJ;А;CONJ
41660;6;что;ЧТО;CONJ;;;о;т;ч;;;;CONJ;ЧТО;CONJ
41661;7;по поводу;по поводу;ZERO;;;у;д;о;в;о;п;ZERO;по поводу;ZERO
41662;8;других;ДРУГОЙ;A - acc pl plen - anim;;;х;и;г;у;р;д;A;ДРУГОЙ;A - acc pl plen - anim
41663;9;видов;ВИД;S m inan gen pl;;;в;о;д;и;в;;S;ВИД;S m inan gen pl
41664;10;спорта;СПОРТ;S m inan gen sg;;;а;т;р;о;п;с;S;СПОРТ;S m inan gen sg
41665;11;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
41666;12;какие;КАКОЙ;A - nom pl plen - -;;;е;и;к;а;к;;A;КАКОЙ;A - nom pl plen - -
41667;13;тебе;ТЫ;SPRO sg 2p - loc;;;е;б;е;т;;;SPRO;ТЫ;SPRO sg 2p - loc
41668;14;нравятся;НРАВИТЬСЯ;V ipf praes pl indic - 3p;;;я;с;т;я;в;а;V;НРАВИТЬСЯ;V ipf praes pl indic - 3p
41669;15;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41670;16;может;МОЧЬ;V ipf praes sg indic - 3p;;;т;е;ж;о;м;;V;МОЧЬ;V ipf praes sg indic - 3p
41671;17;быть;БЫТЬ;V ipf - - inf - -;;;ь;т;ы;б;;;V;БЫТЬ;V ipf - - inf - -
41672;18;?;?;SENT;;;;;;;;;SENT;?;SENT
41673;;;;;;;;;;;;;;;
41674;1;Владимир;ВЛАДИМИР;persn;;;р;и;м;и;д;а;persn;ВЛАДИМИР;persn
41675;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
41676;3;Ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
41677;4;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
41678;5;думаю;ДУМАТЬ;V ipf praes sg indic - 1p;;;ю;а;м;у;д;;V;ДУМАТЬ;V ipf praes sg indic - 1p
41679;6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41680;7;что;ЧТО;CONJ;;;о;т;ч;;;;CONJ;ЧТО;CONJ
41681;8;на;НА;PR;;;а;н;;;;;PR;НА;PR
41682;9;втором;ВТОРОЙ;A - loc sg plen m -;;;м;о;р;о;т;в;A;ВТОРОЙ;A - loc sg plen m -
41683;10;месте;МЕСТО;S n inan loc sg;;;е;т;с;е;м;;S;МЕСТО;S n inan loc sg
41684;11;это;ЭТО;ADVPRO;;;о;т;э;;;;ADVPRO;ЭТО;ADVPRO
41685;12;футбол;ФУТБОЛ;S m inan nom sg;;;л;о;б;т;у;ф;S;ФУТБОЛ;S m inan nom sg
41686;13;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41687;14;но;НО;CONJ;;;о;н;;;;;CONJ;НО;CONJ
41688;15;футбол;ФУТБОЛ;S m inan nom sg;;;л;о;б;т;у;ф;S;ФУТБОЛ;S m inan nom sg
41689;16;<;<;PUNC;;;;;;;;;PUNC;<;PUNC
41690;17;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
41691;18;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
41692;19;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
41693;20;;;_;;;;;;;;;;;_
41694;21;естеснно;ЕСТЕСННО;distort;;;о;н;н;с;е;т;distort;ЕСТЕСННО;distort
41695;22;;;_;;;;;;;;;;;_
41696;23;>;>;PUNC;;;;;;;;;PUNC;>;PUNC
41697;24;естественно;ЕСТЕСТВЕННЫЙ;A - - sg brev n -;;;о;н;н;е;в;т;A;ЕСТЕСТВЕННЫЙ;A - - sg brev n -
41698;25;<;<;PUNC;;;;;;;;;PUNC;<;PUNC
41699;26;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
41700;27;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
41701;28;>;>;PUNC;;;;;;;;;PUNC;>;PUNC
41702;29;в качестве;в качестве;ZERO;;;е;в;т;с;е;ч;ZERO;в качестве;ZERO
41703;30;просто;ПРОСТО;PART;;;о;т;с;о;р;п;PART;ПРОСТО;PART
41704;31;в качестве;в качестве;ZERO;;;е;в;т;с;е;ч;ZERO;в качестве;ZERO
41705;32;зрителя;ЗРИТЕЛЬ;S m anim gen sg;;;я;л;е;т;и;р;S;ЗРИТЕЛЬ;S m anim gen sg
41706;33;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41707;34;в качестве;в качестве;ZERO;;;е;в;т;с;е;ч;ZERO;в качестве;ZERO
41708;35;поклонника;ПОКЛОННИК;S m anim gen sg;;;а;к;и;н;н;о;S;ПОКЛОННИК;S m anim gen sg
41709;36;футбольного;ФУТБОЛЬНЫЙ;A - gen sg plen m -;;;о;г;о;н;ь;л;A;ФУТБОЛЬНЫЙ;A - gen sg plen m -
41710;37;клуба;КЛУБ;S m inan gen sg;;;а;б;у;л;к;;S;КЛУБ;S m inan gen sg
41711;38;;;_;;;;;;;;;;;_
41712;39;Спартак;СПАРТАК;S m inan nom sg;;;к;а;т;р;а;п;S;СПАРТАК;S m inan nom sg
41713;40;;;_;;;;;;;;;;;_
41714;41;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
41715;42;ходил;ХОДИТЬ;V ipf praet sg indic m -;;;л;и;д;о;х;;V;ХОДИТЬ;V ipf praet sg indic m -
41716;43;на;НА;PR;;;а;н;;;;;PR;НА;PR
41717;44;матчи;МАТЧ;S m inan acc pl;;;и;ч;т;а;м;;S;МАТЧ;S m inan acc pl
41718;45;когда;КОГДА;CONJ;;;а;д;г;о;к;;CONJ;КОГДА;CONJ
41719;46;;;_;;;;;;;;;;;_
41720;47;Спартак;СПАРТАК;S m inan nom sg;;;к;а;т;р;а;п;S;СПАРТАК;S m inan nom sg
41721;48;;;_;;;;;;;;;;;_
41722;49;<;<;PUNC;;;;;;;;;PUNC;<;PUNC
41723;50;noindex;NOINDEX;NONLEX;;;;;;;;;NONLEX;NOINDEX;NONLEX
41724;51;>;>;PUNC;;;;;;;;;PUNC;>;PUNC
41725;52;[;[;PUNC;;;;;;;;;PUNC;[;PUNC
41726;53;нрзб;НРЗБ;NONLEX;;;б;з;р;н;;;NONLEX;НРЗБ;NONLEX
41727;54;];];PUNC;;;;;;;;;PUNC;];PUNC
41728;55;<;<;PUNC;;;;;;;;;PUNC;<;PUNC
41729;56;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
41730;57;noindex;NOINDEX;NONLEX;;;;;;;;;NONLEX;NOINDEX;NONLEX
41731;58;>;>;PUNC;;;;;;;;;PUNC;>;PUNC
41732;59;играл;ИГРАТЬ;V ipf praet sg indic m -;;;л;а;р;г;и;;V;ИГРАТЬ;V ipf praet sg indic m -
41733;60;в;В;PR;;;в;;;;;;PR;В;PR
41734;61;Лужниках;ЛУЖНИКИ;S - inan loc pl;;;х;а;к;и;н;ж;S;ЛУЖНИКИ;S - inan loc pl
41735;62;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41736;63;<;<;PUNC;;;;;;;;;PUNC;<;PUNC
41737;64;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
41738;65;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
41739;66;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
41740;67;;;_;;;;;;;;;;;_
41741;68;щас;ЩАС;distort;;;с;а;щ;;;;distort;ЩАС;distort
41742;69;;;_;;;;;;;;;;;_
41743;70;>;>;PUNC;;;;;;;;;PUNC;>;PUNC
41744;71;сейчас;СЕЙЧАС;ADV -;;;с;а;ч;й;е;с;ADV;СЕЙЧАС;ADV -
41745;72;<;<;PUNC;;;;;;;;;PUNC;<;PUNC
41746;73;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
41747;74;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
41748;75;>;>;PUNC;;;;;;;;;PUNC;>;PUNC
41749;76;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
41750;77;переехал;ПЕРЕЕХАТЬ;V pf inf-;;;л;а;х;е;е;р;V;ПЕРЕЕХАТЬ;V pf inf -
41751;78;на;НА;PR;;;а;н;;;;;PR;НА;PR
41752;79;новый;НОВЫЙ;A - acc sg plen m inan;;;й;ы;в;о;н;;A;НОВЫЙ;A - acc sg plen m inan
41753;80;стадион;СТАДИОН;S m inan acc sg;;;н;о;и;д;а;т;S;СТАДИОН;S m inan acc sg
41754;81;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41755;82;на;НА;PR;;;а;н;;;;;PR;НА;PR
41756;83;новом;НОВЫЙ;A - loc sg plen m -;;;м;о;в;о;н;;A;НОВЫЙ;A - loc sg plen m -
41757;84;стадионе;СТАДИОН;S m inan loc sg;;;е;н;о;и;д;а;S;СТАДИОН;S m inan loc sg
41758;85;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
41759;86;еще;ЕЩЕ;ADV -;;;е;щ;е;;;;ADV;ЕЩЕ;ADV -
41760;87;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
41761;88;был;БЫТЬ;V ipf praet sg indic m -;;;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -
41762;89;.;.;SENT;;;;;;;;;SENT;.;SENT
41763;;;;;;;;;;;;;;;
41764;1;В;В;PR;;;в;;;;;;PR;В;PR
41765;2;Лужники;ЛУЖНИКИ;S - inan nom pl;;;и;к;и;н;ж;у;S;ЛУЖНИКИ;S - inan nom pl
41766;3;ходил;ХОДИТЬ;V ipf praet sg indic m -;;;л;и;д;о;х;;V;ХОДИТЬ;V ipf praet sg indic m -
41767;4;очень;ОЧЕНЬ;ADV -;;;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -
41768;5;часто;ЧАСТО;ADV -;;;о;т;с;а;ч;;ADV;ЧАСТО;ADV -
41769;6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41770;7;где-то;ГДЕ-ТО;ADV -;;;о;т;;е;д;г;ADV;ГДЕ-ТО;ADV -
41771;8;га;ГА;NONLEX;;;а;г;;;;;NONLEX;ГА;NONLEX
41772;9;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
41773;10;года;ГОД;S m inan gen sg;;;а;д;о;г;;;S;ГОД;S m inan gen sg
41774;11;с;С;PR;;;с;;;;;;PR;С;PR
41775;12;девяносто;ДЕВЯНОСТО;NUM acc - -;;;о;т;с;о;н;я;NUM;ДЕВЯНОСТО;NUM acc - -
41776;13;пятого;ПЯТЫЙ;A - gen sg plen m -;;;о;г;о;т;я;п;A;ПЯТЫЙ;A - gen sg plen m -
41777;14;являюсь;ЯВЛЯТЬСЯ;V ipf praes sg indic - 1p;;;ь;с;ю;я;л;в;V;ЯВЛЯТЬСЯ;V ipf praes sg indic - 1p
41778;15;достаточно;ДОСТАТОЧНО;ADV -;;;о;н;ч;о;т;а;ADV;ДОСТАТОЧНО;ADV -
41779;16;крепким;КРЕПКИЙ;A - ins sg plen m -;;;м;и;к;п;е;р;A;КРЕПКИЙ;A - ins sg plen m -
41780;17;фанатом;ФАНАТ;S m anim ins sg;;;м;о;т;а;н;а;S;ФАНАТ;S m anim ins sg
41781;18;.;.;SENT;;;;;;;;;SENT;.;SENT
41782;;;;;;;;;;;;;;;
41783;1;Интервьюер;ИНТЕРВЬЮЕР;S m anim nom sg;;;р;е;ю;ь;в;р;S;ИНТЕРВЬЮЕР;S m anim nom sg
41784;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
41785;3;Угу;УГУ;INTJ;;;у;г;у;;;;INTJ;УГУ;INTJ
41786;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41787;5;а;А;CONJ;;;а;;;;;;CONJ;А;CONJ
41788;6;зарубежные;ЗАРУБЕЖНЫЙ;A - nom pl plen - -;;;е;ы;н;ж;е;б;A;ЗАРУБЕЖНЫЙ;A - nom pl plen - -
41789;7;команды;КОМАНДА;S f inan nom pl;;;ы;д;н;а;м;о;S;КОМАНДА;S f inan nom pl
41790;8;может;МОЧЬ;V ipf praes sg indic - 3p;;;т;е;ж;о;м;;V;МОЧЬ;V ipf praes sg indic - 3p
41791;9;быть;БЫТЬ;V ipf - - inf - -;;;ь;т;ы;б;;;V;БЫТЬ;V ipf - - inf - -
41792;10;какие;КАКОЙ;A - nom pl plen - -;;;е;и;к;а;к;;A;КАКОЙ;A - nom pl plen - -
41793;11;любимые;ЛЮБИТЬ;PARTCP ipf inpraes acc pl plen - pass inan;;;е;ы;м;и;б;ю;PARTCP;ЛЮБИТЬ;PARTCP ipf inpraes acc pl plen - pass inan
41794;12;?;?;SENT;;;;;;;;;SENT;?;SENT
41795;;;;;;;;;;;;;;;
41796;1;Владимир;ВЛАДИМИР;persn;;;р;и;м;и;д;а;persn;ВЛАДИМИР;persn
41797;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
41798;3;Нуу;НУУ;NONLEX;;;у;у;н;;;;NONLEX;НУУ;NONLEX
41799;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41800;5;зарубежные;ЗАРУБЕЖНЫЙ;A - nom pl plen - -;;;е;ы;н;ж;е;б;A;ЗАРУБЕЖНЫЙ;A - nom pl plen - -
41801;6;команды;КОМАНДА;S f inan nom pl;;;ы;д;н;а;м;о;S;КОМАНДА;S f inan nom pl
41802;7;<;<;PUNC;;;;;;;;;PUNC;<;PUNC
41803;8;noindex;NOINDEX;NONLEX;;;;;;;;;NONLEX;NOINDEX;NONLEX
41804;9;>;>;PUNC;;;;;;;;;PUNC;>;PUNC
41805;10;[;[;PUNC;;;;;;;;;PUNC;[;PUNC
41806;11;нрзб;НРЗБ;NONLEX;;;б;з;р;н;;;NONLEX;НРЗБ;NONLEX
41807;12;];];PUNC;;;;;;;;;PUNC;];PUNC
41808;13;<;<;PUNC;;;;;;;;;PUNC;<;PUNC
41809;14;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
41810;15;noindex;NOINDEX;NONLEX;;;;;;;;;NONLEX;NOINDEX;NONLEX
41811;16;>;>;PUNC;;;;;;;;;PUNC;>;PUNC
41812;17;сравнить;СРАВНИТЬ;V pf - - inf - -;;;ь;т;и;н;в;а;V;СРАВНИТЬ;V pf - - inf - -
41813;18;сс;СС;NONLEX;;;с;с;;;;;NONLEX;СС;NONLEX
41814;19;как бы;как бы;-;;;ы;б;;к;а;к;-;как бы;-
41815;20;сс;СС;NONLEX;;;с;с;;;;;NONLEX;СС;NONLEX
41816;21;переживаниями;ПЕРЕЖИВАНИЕ;S n inan ins pl;;;и;м;я;и;н;а;S;ПЕРЕЖИВАНИЕ;S n inan ins pl
41817;22;за;ЗА;PR;;;а;з;;;;;PR;ЗА;PR
41818;23;Спартак;СПАРТАК;S m inan acc sg;;;к;а;т;р;а;п;S;СПАРТАК;S m inan acc sg
41819;24;сложно;СЛОЖНЫЙ;A - - sg brev n -;;;о;н;ж;о;л;с;A;СЛОЖНЫЙ;A - - sg brev n -
41820;25;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41821;26;но;НО;CONJ;;;о;н;;;;;CONJ;НО;CONJ
41822;27;зарубежный;ЗАРУБЕЖНЫЙ;A - acc sg plen m inan;;;й;ы;н;ж;е;б;A;ЗАРУБЕЖНЫЙ;A - acc sg plen m inan
41823;28;футбол;ФУТБОЛ;S m inan acc sg;;;л;о;б;т;у;ф;S;ФУТБОЛ;S m inan acc sg
41824;29;естественно;ЕСТЕСТВЕННО;ADV -;;;о;н;н;е;в;т;ADV;ЕСТЕСТВЕННО;ADV -
41825;30;смотрю;СМОТРЕТЬ;V ipf praes sg indic - 1p;;;ю;р;т;о;м;с;V;СМОТРЕТЬ;V ipf praes sg indic - 1p
41826;31;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41827;32;так как;так как;ZERO;;;к;а;к;;к;а;ZERO;так как;ZERO
41828;33;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
41829;34;по;ПО;PR;;;о;п;;;;;PR;ПО;PR
41830;35;качеству;КАЧЕСТВО;S n inan dat sg;;;у;в;т;с;е;ч;S;КАЧЕСТВО;S n inan dat sg
41831;36;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41832;37;конечно;КОНЕЧНО;ADV -;;;о;н;ч;е;н;о;ADV;КОНЕЧНО;ADV -
41833;38;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41834;39;превосходит;ПРЕВОСХОДИТЬ;V ipf praes sg indic - 3p;;;т;и;д;о;х;с;V;ПРЕВОСХОДИТЬ;V ipf praes sg indic - 3p
41835;40;наш;НАШ;A - nom sg plen m -;;;ш;а;н;;;;A;НАШ;A - nom sg plen m -
41836;41;российский;РОССИЙСКИЙ;A - nom sg plen m -;;;й;и;к;с;й;и;A;РОССИЙСКИЙ;A - nom sg plen m -
41837;42;.;.;SENT;;;;;;;;;SENT;.;SENT
41838;;;;;;;;;;;;;;;
41839;1;Интервьюер;ИНТЕРВЬЮЕР;S m-f anim nom sg;;;р;е;ю;ь;в;р;S;ИНТЕРВЬЮЕР;S m-f anim nom sg
41840;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
41841;3;Ааа;ААА;NONLEX;;;а;а;а;;;;NONLEX;ААА;NONLEX
41842;4;был;БЫТЬ;V ipf praet sg indic m -;;;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -
41843;5;ли;ЛИ;CONJ;;;и;л;;;;;CONJ;ЛИ;CONJ
41844;6;на;НА;PR;;;а;н;;;;;PR;НА;PR
41845;7;каких-то;КАКОЙ-ТО;A - loc pl plen - -;;;о;т;;х;и;к;A;КАКОЙ-ТО;A - loc pl plen - -
41846;8;чемпи;ЧЕМПИ;NONLEX;;;и;п;м;е;ч;;NONLEX;ЧЕМПИ;NONLEX
41847;9;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
